Time,Time2,LAT,LONG,TEMP1C,TEMP1F
15:48:19,48:19.3,44.473015,-73.19645833,25.75,78.35
15:48:20,48:20.3,44.47302833,-73.19644833,27.5,81.5
15:48:21,48:21.3,44.47304333,-73.19644167,25,77
15:48:22,48:22.3,44.47305333,-73.196435,25.25,77.45
15:48:23,48:23.3,44.47306167,-73.19642667,25.75,78.35
15:48:24,48:24.3,44.47306833,-73.19642,25.75,78.35
15:48:25,48:25.3,44.47308,-73.19641,25.5,77.9
15:48:26,48:26.3,44.47309167,-73.19639667,16.5,61.7
15:48:27,48:27.3,44.4731,-73.196385,26.25,79.25
15:48:28,48:28.3,44.47311,-73.19638167,25.75,78.35
15:48:29,48:29.3,44.47312,-73.19637333,25.75,78.35
15:48:30,48:30.3,44.47313167,-73.19636667,25.75,78.35
15:48:31,48:31.3,44.47314,-73.19635667,26,78.8
15:48:32,48:32.3,44.47315,-73.19635,26.5,79.7
15:48:33,48:33.3,44.47315667,-73.196335,26.75,80.15
15:48:34,48:34.3,44.47316,-73.19632167,24.25,75.65
15:48:35,48:35.3,44.473165,-73.19631,24,75.2
15:48:36,48:36.3,44.47317167,-73.19629667,22,71.6
15:48:37,48:37.3,44.47317667,-73.19628167,25.5,77.9
15:48:38,48:38.3,44.47318667,-73.19627,25,77
15:48:39,48:39.3,44.47319667,-73.19626167,27,80.6
15:48:40,48:40.3,44.47320833,-73.19625333,27.25,81.05
15:48:41,48:41.3,44.47322167,-73.19624667,27,80.6
15:48:42,48:42.3,44.47323333,-73.19623667,27.5,81.5
15:48:43,48:43.3,44.473245,-73.19622833,27.75,81.95
15:48:44,48:44.3,44.473255,-73.19622333,28,82.4
15:48:45,48:45.3,44.47327167,-73.196215,27.25,81.05
15:48:46,48:46.3,44.47329,-73.19620833,28,82.4
15:48:47,48:47.3,44.47330667,-73.19620167,27.25,81.05
15:48:48,48:48.3,44.47332,-73.196195,27.25,81.05
15:48:49,48:49.3,44.47333,-73.19619167,27.75,81.95
15:48:50,48:50.3,44.47334,-73.19618333,27.5,81.5
15:48:51,48:51.3,44.473345,-73.19617333,26.5,79.7
15:48:52,48:52.3,44.47334667,-73.19616,25,77
15:48:53,48:53.3,44.47334833,-73.19614333,26.25,79.25
15:48:54,48:54.3,44.47334833,-73.196125,25.25,77.45
15:48:55,48:55.3,44.473345,-73.19610833,23.5,74.3
15:48:56,48:56.3,44.47334167,-73.19609167,22,71.6
15:48:57,48:57.3,44.47333333,-73.19607667,24.5,76.1
15:48:58,48:58.3,44.47332833,-73.19606333,26.75,80.15
15:48:59,48:59.3,44.47332333,-73.19605333,27.25,81.05
15:49:00,49:00.3,44.47331833,-73.19604167,27,80.6
15:49:01,49:01.3,44.47331167,-73.19602833,27.25,81.05
15:49:02,49:02.3,44.47330667,-73.19601667,27.25,81.05
15:49:03,49:03.3,44.47330167,-73.19600333,27.5,81.5
15:49:04,49:04.3,44.473295,-73.19598833,27.25,81.05
15:49:05,49:05.3,44.47328833,-73.19597667,27.5,81.5
15:49:06,49:06.3,44.47327333,-73.19596333,26.5,79.7
15:49:07,49:07.3,44.47326833,-73.19594833,27.25,81.05
15:49:08,49:08.3,44.47326167,-73.19593333,27.25,81.05
15:49:09,49:09.3,44.473245,-73.19592667,27.25,81.05
15:49:10,49:10.3,44.47323333,-73.19591667,27.5,81.5
15:49:11,49:11.3,44.47322167,-73.19590667,27.75,81.95
15:49:12,49:12.3,44.47321333,-73.195895,27.75,81.95
15:49:13,49:13.3,44.47320333,-73.19588,27.75,81.95
15:49:14,49:14.3,44.473195,-73.195865,27.75,81.95
15:49:15,49:15.3,44.473185,-73.19585333,27.75,81.95
15:49:16,49:16.3,44.47318,-73.19583667,27.75,81.95
15:49:17,49:17.3,44.47317833,-73.19582167,27.75,81.95
15:49:18,49:18.3,44.47316833,-73.19581167,27.75,81.95
15:49:19,49:19.3,44.473165,-73.1958,27.75,81.95
15:49:20,49:20.3,44.47316167,-73.19578667,27.75,81.95
15:49:21,49:21.3,44.47315833,-73.19577667,28,82.4
15:49:22,49:22.3,44.47316333,-73.19576333,27.75,81.95
15:49:23,49:23.3,44.47316167,-73.19575167,28,82.4
15:49:24,49:24.3,44.47315333,-73.19574167,27.75,81.95
15:49:25,49:25.3,44.47314833,-73.19572667,27.75,81.95
15:49:26,49:26.3,44.473145,-73.195715,27.75,81.95
15:49:27,49:27.3,44.473135,-73.19570833,27.5,81.5
15:49:28,49:28.3,44.47312833,-73.19569833,27.75,81.95
15:49:29,49:29.3,44.47312167,-73.19568,27.75,81.95
15:49:30,49:30.3,44.47311667,-73.19566667,27.75,81.95
15:49:31,49:31.3,44.47311167,-73.19565667,27.75,81.95
15:49:32,49:32.3,44.47310667,-73.195645,27.75,81.95
15:49:33,49:33.3,44.47310167,-73.19563333,27.75,81.95
15:49:34,49:34.3,44.47309667,-73.19562,27.75,81.95
15:49:35,49:35.3,44.473095,-73.195605,27.75,81.95
15:49:36,49:36.3,44.47307667,-73.19559833,28,82.4
15:49:37,49:37.3,44.47306833,-73.19558667,28,82.4
15:49:38,49:38.3,44.47305833,-73.19557667,28,82.4
15:49:39,49:39.3,44.47304667,-73.19556333,28,82.4
15:49:40,49:40.3,44.47303833,-73.19555167,28,82.4
15:49:41,49:41.3,44.47303167,-73.195535,28,82.4
15:49:42,49:42.3,44.47301833,-73.19552333,28,82.4
15:49:43,49:43.3,44.473025,-73.19550167,28,82.4
15:49:44,49:44.3,44.47302167,-73.19548667,28,82.4
15:49:45,49:45.3,44.47302167,-73.19547,28,82.4
15:49:46,49:46.3,44.47301667,-73.19545833,28,82.4
15:49:47,49:47.3,44.47301167,-73.195445,28,82.4
15:49:48,49:48.3,44.47300333,-73.195435,28,82.4
15:49:49,49:49.3,44.47299667,-73.195425,28,82.4
15:49:50,49:50.3,44.47298667,-73.19541,28,82.4
15:49:51,49:51.3,44.47298,-73.195395,28,82.4
15:49:52,49:52.3,44.47297667,-73.19538167,28,82.4
15:49:53,49:53.3,44.47297333,-73.19536833,28,82.4
15:49:54,49:54.3,44.472965,-73.19535667,27.75,81.95
15:49:55,49:55.3,44.47295833,-73.195345,28,82.4
15:49:56,49:56.3,44.47295167,-73.19532667,28,82.4
15:49:57,49:57.3,44.472955,-73.195305,28,82.4
15:49:58,49:58.3,44.47294833,-73.19529333,27.75,81.95
15:49:59,49:59.3,44.472945,-73.19527667,27.75,81.95
15:50:00,50:00.3,44.47293833,-73.19526167,27.75,81.95
15:50:01,50:01.3,44.47293167,-73.19525167,27.75,81.95
15:50:02,50:02.3,44.47292833,-73.19524,27.75,81.95
15:50:03,50:03.3,44.47292833,-73.19522667,27.5,81.5
15:50:04,50:04.3,44.47292667,-73.195215,27.5,81.5
15:50:05,50:05.3,44.472935,-73.19519167,27.5,81.5
15:50:06,50:06.3,44.47294167,-73.19516833,27.75,81.95
15:50:07,50:07.3,44.47294,-73.195155,28,82.4
15:50:08,50:08.3,44.472935,-73.19514167,28,82.4
15:50:09,50:09.3,44.472925,-73.195125,28,82.4
15:50:10,50:10.3,44.47291833,-73.19511,28,82.4
15:50:11,50:11.3,44.47292,-73.19508833,27.75,81.95
15:50:12,50:12.3,44.47291,-73.19507667,28,82.4
15:50:13,50:13.3,44.4729,-73.19506333,27.75,81.95
15:50:14,50:14.3,44.47289,-73.19505,27.75,81.95
15:50:15,50:15.3,44.47288,-73.19503667,28,82.4
15:50:16,50:16.3,44.47286667,-73.19502833,28,82.4
15:50:17,50:17.3,44.47285667,-73.19502,27.75,81.95
15:50:18,50:18.3,44.47285333,-73.19500833,27.75,81.95
15:50:19,50:19.3,44.47285,-73.19499833,27.75,81.95
15:50:20,50:20.3,44.47284667,-73.19498667,27.75,81.95
15:50:21,50:21.3,44.47284,-73.19497833,27.75,81.95
15:50:22,50:22.3,44.47284167,-73.194965,27.75,81.95
15:50:23,50:23.3,44.47284,-73.19494833,27.75,81.95
15:50:24,50:24.3,44.47283833,-73.194935,27.75,81.95
15:50:25,50:25.3,44.47283833,-73.19492,27.75,81.95
15:50:26,50:26.3,44.47284333,-73.1949,28,82.4
15:50:27,50:27.3,44.47283667,-73.19487667,28,82.4
15:50:28,50:28.3,44.47283333,-73.19486,28,82.4
15:50:29,50:29.3,44.47282833,-73.19484,28.25,82.85
15:50:30,50:30.3,44.47282167,-73.194825,28.25,82.85
15:50:31,50:31.3,44.472815,-73.19481167,28.5,83.3
15:50:32,50:32.3,44.47279833,-73.19479167,28.75,83.75
15:50:33,50:33.3,44.47279333,-73.19476833,28.75,83.75
15:50:34,50:34.3,44.47279167,-73.19475,28.75,83.75
15:50:35,50:35.3,44.472785,-73.19473833,28.75,83.75
15:50:36,50:36.3,44.472785,-73.19472333,28.75,83.75
15:50:37,50:37.3,44.47277833,-73.19470833,29,84.2
15:50:38,50:38.3,44.47277333,-73.19469667,29,84.2
15:50:39,50:39.3,44.47277167,-73.19468333,29,84.2
15:50:40,50:40.3,44.47277,-73.19467167,28.75,83.75
15:50:41,50:41.3,44.47277667,-73.194655,28.75,83.75
15:50:42,50:42.3,44.47277667,-73.19464167,28.75,83.75
15:50:43,50:43.3,44.47277833,-73.19462167,28.75,83.75
15:50:44,50:44.3,44.47278333,-73.19460333,28.75,83.75
15:50:45,50:45.3,44.47278833,-73.194585,28.5,83.3
15:50:46,50:46.3,44.47279167,-73.19457167,28.75,83.75
15:50:47,50:47.3,44.47279833,-73.19455667,28.75,83.75
15:50:48,50:48.3,44.47280667,-73.19454167,28.75,83.75
15:50:49,50:49.3,44.47281167,-73.19452667,29,84.2
15:50:50,50:50.3,44.47282,-73.19451,29,84.2
15:50:51,50:51.3,44.47282667,-73.19449667,29,84.2
15:50:52,50:52.3,44.47282833,-73.19448667,29,84.2
15:50:53,50:53.3,44.47283,-73.19448,28.75,83.75
15:50:54,50:54.3,44.47283833,-73.19447333,29,84.2
15:50:55,50:55.3,44.47284333,-73.19446667,28.75,83.75
15:50:56,50:56.3,44.47285,-73.194465,28.75,83.75
15:50:57,50:57.3,44.47287167,-73.19446,29,84.2
15:50:58,50:58.3,44.47288833,-73.19445833,28.75,83.75
15:50:59,50:59.3,44.47290333,-73.19445167,28.75,83.75
15:51:00,51:00.3,44.472915,-73.19445,28.75,83.75
15:51:01,51:01.3,44.472925,-73.194455,28.5,83.3
15:51:02,51:02.3,44.472935,-73.19446167,28.5,83.3
15:51:03,51:03.3,44.472945,-73.19446667,28.5,83.3
15:51:04,51:04.3,44.47295333,-73.19446667,28.5,83.3
15:51:05,51:05.3,44.47296,-73.19447167,28.5,83.3
15:51:06,51:06.3,44.47297,-73.19447167,28.25,82.85
