14:23:37,14:23:37.078539
14:23:37,14:23:37.523747
14:23:38,14:23:38.524351
14:23:39,14:23:39.524720
14:23:40,14:23:40.524158
14:23:41,14:23:41.524356
14:23:42,14:23:42.524472
14:23:43,14:23:43.524373
14:23:44,14:23:44.524026
14:23:45,14:23:45.523454
14:23:46,14:23:46.524509
14:23:47,14:23:47.523758
