Time,Time2,LAT,LONG,TEMP1C,TEMP1F
17:40:40,40:40.3,44.47492,-73.191105,27.5,81.5
17:40:41,40:41.3,44.47492,-73.19112,27.5,81.5
17:40:42,40:42.3,44.47491833,-73.19113333,27.75,81.95
17:40:43,40:43.3,44.47492,-73.19115,27.75,81.95
17:40:44,40:44.3,44.474925,-73.19116833,27.5,81.5
17:40:45,40:45.3,44.47493,-73.19118667,27.75,81.95
17:40:46,40:46.3,44.47493667,-73.19120667,27.75,81.95
17:40:47,40:47.3,44.47493833,-73.191225,27.5,81.5
17:40:48,40:48.3,44.47494,-73.191245,27.25,81.05
17:40:49,40:49.3,44.47493667,-73.19126667,27.5,81.5
17:40:50,40:50.3,44.47493667,-73.19128333,27.5,81.5
17:40:51,40:51.3,44.47493833,-73.1913,27.5,81.5
17:40:52,40:52.3,44.47493833,-73.19132,27.5,81.5
17:40:53,40:53.3,44.47493833,-73.19133667,26.5,79.7
17:40:54,40:54.3,44.47493833,-73.19135167,27.5,81.5
17:40:55,40:55.3,44.47493833,-73.19136833,27.25,81.05
17:40:56,40:56.3,44.474945,-73.19138667,27.25,81.05
17:40:57,40:57.3,44.47495167,-73.191405,27.25,81.05
17:40:58,40:58.3,44.47495833,-73.19142333,27.25,81.05
17:40:59,40:59.3,44.47497,-73.19144167,27.25,81.05
17:41:00,41:00.3,44.47497833,-73.19145833,27.25,81.05
17:41:01,41:01.3,44.47498667,-73.19147333,27.25,81.05
17:41:02,41:02.3,44.47499333,-73.19148667,27.25,81.05
17:41:03,41:03.3,44.47500333,-73.1915,27.25,81.05
17:41:04,41:04.3,44.47501,-73.19151333,27.5,81.5
17:41:05,41:05.3,44.47501667,-73.19152833,27.75,81.95
17:41:06,41:06.3,44.47502167,-73.19153833,26,78.8
17:41:07,41:07.3,44.47502667,-73.19154833,27.5,81.5
17:41:08,41:08.3,44.475035,-73.19156,27.75,81.95
17:41:09,41:09.3,44.47504167,-73.19157167,27.75,81.95
17:41:10,41:10.3,44.47505,-73.19158667,27.75,81.95
17:41:11,41:11.3,44.47506,-73.19159833,27.75,81.95
17:41:12,41:12.3,44.47506667,-73.19161167,27.75,81.95
17:41:13,41:13.3,44.47507333,-73.19162667,28,82.4
17:41:14,41:14.3,44.47508,-73.19164,19.75,67.55
17:41:15,41:15.3,44.475085,-73.191655,27.75,81.95
17:41:16,41:16.3,44.47509,-73.19166833,27.75,81.95
17:41:17,41:17.3,44.47509667,-73.19168333,27.75,81.95
17:41:18,41:18.3,44.47510667,-73.19170167,27.75,81.95
17:41:19,41:19.3,44.47511167,-73.19171833,28,82.4
17:41:20,41:20.3,44.47512167,-73.19173333,28,82.4
17:41:21,41:21.3,44.47513167,-73.19175,28,82.4
17:41:22,41:22.3,44.47514,-73.19177,26.75,80.15
17:41:23,41:23.3,44.47514667,-73.191785,28.5,83.3
17:41:24,41:24.3,44.47515167,-73.19179667,28.5,83.3
17:41:25,41:25.3,44.47516,-73.19181167,28.75,83.75
17:41:26,41:26.3,44.47516667,-73.19182667,28.75,83.75
17:41:27,41:27.3,44.475175,-73.19184333,28.75,83.75
