14:17:52,14:17:52.650388,21.75,71.15,20.73984375,69.33171875,100,1021.4728925219954,-115.29865303322207
14:17:52,14:17:52.930651,21.75,71.15,20.842578125,69.51664062500001,100,1021.448030657347,-115.42161459828776
14:17:53,14:17:53.931437,21.75,71.15,20.7552734375,69.3594921875,100,1021.414943874352,-115.15194027356006
14:17:54,14:17:54.931428,21.75,71.15,20.75,69.35,100,1021.463466820302,-115.35780839637059
14:17:55,14:17:55.931430,21.75,71.15,20.7552734375,69.3594921875,100,1021.4303194302681,-114.92576295602007
14:17:56,14:17:56.931357,21.5,70.7,20.75,69.35,100,1021.4161418754993,-115.031764522016
14:17:57,14:17:57.931430,21.5,70.7,20.744921875,69.34085937500001,100,1021.409053107615,-115.031764522016
14:17:58,14:17:58.931444,21.5,70.7,20.73984375,69.33171875,100,1021.4083144552782,-114.65360379620071
14:17:59,14:17:59.931446,21.25,70.25,20.744921875,69.34085937500001,100,1021.4066571006789,-114.86327182852573
14:18:00,14:18:00.931446,21.5,70.7,20.73984375,69.33171875,100,1021.4116291646798,-114.69857410331369
14:18:01,14:18:01.931445,29.0,84.2,20.744921875,69.34085937500001,100,1021.4033423916835,-115.10038730947113
14:18:02,14:18:02.931470,31.0,87.80000000000001,20.734765625,69.322578125,100,1021.3896244176027,-114.66732864990428
14:18:03,14:18:03.931433,32.0,89.6,20.75,69.35,100,1021.3796803753598,-114.77712685056964
14:18:04,14:18:04.931432,32.25,90.05000000000001,20.7552734375,69.3594921875,100,1021.3829950558368,-114.63987892501555
14:18:05,14:18:05.931431,32.75,90.95,20.7552734375,69.3594921875,100,1021.392939098892,-114.6649877244977
14:18:06,14:18:06.931427,33.0,91.4,20.744921875,69.34085937500001,100,1021.3971720673143,-115.10038730947113
14:18:07,14:18:07.931429,33.0,91.4,20.744921875,69.34085937500001,100,1021.3692772532432,-114.80457622600375
14:18:08,14:18:08.931402,31.25,88.25,20.734765625,69.322578125,100,1021.3858505211593,-114.83961839332063
14:18:09,14:18:09.931438,29.75,85.55000000000001,20.7244140625,69.30394531249999,100,1021.3841931940631,-114.67447154663371
14:18:10,14:18:10.931430,28.25,82.85,20.734765625,69.322578125,100,1021.3742492329071,-115.11031369881479
14:18:11,14:18:11.931433,27.25,81.05000000000001,20.7294921875,69.3130859375,100,1021.4140250921532,-114.88692393299402
14:18:12,14:18:12.931433,26.25,79.25,20.73984375,69.33171875,100,1021.4298600712289,-114.96314129775737
14:18:13,14:18:13.931402,25.75,78.35,20.73984375,69.33171875,100,1021.4082572150974,-114.88692393299402
14:18:14,14:18:14.931430,25.25,77.45,20.734765625,69.322578125,100,1021.4107104357267,-114.82544242682573
14:18:15,14:18:15.931434,24.5,76.1,20.734765625,69.322578125,100,1021.3966560170661,-115.05161745998659
14:18:16,14:18:16.931432,24.0,75.2,20.734765625,69.322578125,100,1021.3978538051426,-114.80791945136598
14:18:17,14:18:17.931427,24.0,75.2,20.7294921875,69.3130859375,100,1021.374192163844,-114.73929702492143
14:18:18,14:18:18.931426,23.75,74.75,20.73984375,69.33171875,100,1021.4222534939869,-115.18227428520305
14:18:19,14:18:19.931439,23.75,74.75,20.7193359375,69.2948046875,100,1021.4048844274276,-115.02370731982712
14:18:20,14:18:20.931421,23.25,73.85,20.7244140625,69.30394531249999,100,1021.4156243416169,-114.8661555412027
14:18:21,14:18:21.931439,23.0,73.4,20.7294921875,69.3130859375,100,1021.3762511130471,-114.7800095045966
14:18:22,14:18:22.931438,22.75,72.95,20.7193359375,69.2948046875,100,1021.4172816296079,-114.80745775502743
14:18:23,14:18:23.931450,22.5,72.5,20.7140625,69.2853125,100,1021.4081989749923,-115.0720157221153
14:18:24,14:18:24.931431,22.5,72.5,20.7244140625,69.30394531249999,100,1021.4176826155126,-114.70758739563246
14:18:25,14:18:25.931447,22.25,72.05000000000001,20.7140625,69.2853125,100,1021.4172816296079,-115.03084400040453
14:18:26,14:18:26.931447,22.5,72.5,20.7193359375,69.2948046875,100,1021.403227153747,-115.05829183235012
14:18:27,14:18:27.931445,22.25,72.05000000000001,20.7140625,69.2853125,100,1021.4209971375375,-114.79373363854297
14:18:28,14:18:28.931439,22.0,71.6,20.7140625,69.2853125,100,1021.3916262398774,-114.94850008527536
14:18:29,14:18:29.931446,22.0,71.6,20.7140625,69.2853125,100,1021.4072790259077,-115.06440873547714
14:18:30,14:18:30.931448,22.0,71.6,20.70390625,69.26703125,100,1021.3948818695317,-114.82730084729987
14:18:31,14:18:31.931445,21.75,71.15,20.6935546875,69.2483984375,100,1021.3939614968111,-114.89924848027326
14:18:32,14:18:32.931445,21.75,71.15,20.6935546875,69.2483984375,100,1021.4005296077917,-115.01895261655679
14:18:33,14:18:33.931445,21.75,71.15,20.6833984375,69.2301171875,100,1021.39178313462,-114.95746630427038
14:18:34,14:18:34.931442,21.5,70.7,20.6884765625,69.2392578125,100,1021.4088154395104,-114.788978990631
14:18:35,14:18:35.931445,21.5,70.7,20.673046875,69.211484375,100,1021.3984117452611,-115.17322600700676
14:18:36,14:18:36.931443,21.75,71.15,20.678125,69.22062500000001,100,1021.4398405863034,-115.05913436604139
14:18:37,14:18:37.931444,21.75,71.15,20.673046875,69.211484375,100,1021.4365262774634,-115.15569237326008
14:18:38,14:18:38.931446,21.75,71.15,20.662890625,69.193203125,100,1021.4373858966121,-115.23143088317995
14:18:39,14:18:39.931447,21.75,71.15,20.6525390625,69.17457031250001,100,1021.4227451311943,-115.1140244818706
14:18:40,14:18:40.931443,21.75,71.15,20.6525390625,69.17457031250001,100,1021.4310306325859,-115.1277469671633
14:18:41,14:18:41.931448,21.75,71.15,20.6421875,69.1559375,100,1021.4393161356695,-115.24083211648944
